1362,6.000000000000000
1733,2.000000000000000
1781,1.000000000000000
1784,1.000000000000000
2055,5.000000000000000
2098,2.000000000000000
2165,2.000000000000000
2194,2.000000000000000
2195,1.000000000000000
2253,1.000000000000000
2299,1.000000000000000
2300,2.000000000000000
2347,1.000000000000000
2349,2.000000000000000
2397,1.000000000000000
2432,2.000000000000000
2442,1.000000000000000
2443,1.000000000000000
2444,1.000000000000000
2468,1.000000000000000
2484,3.000000000000000
2489,1.000000000000000
2490,4.000000000000000
2532,2.000000000000000
2537,1.000000000000000